,dam_stats_key,t_date,month_year,t_month,t_year,dam_name,dam_class,total_dam_capacity_ML,height_m,storage_ml,percentage_capacity
0,db1b17a4-20ba-45ef-8bb5-d4dc547ad4c7,2012-01-01,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.64,99.9,74.55
1,adb6671f-e2fb-492f-bb27-01eed55e0917,2012-01-02,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.61,99.2,74.03
2,055414c2-44ad-465d-aa3a-da73857fab2c,2012-01-03,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.59,98.7,73.66
3,40fbc6ab-3edc-492b-94e2-bf699bb15af9,2012-01-04,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.61,99.2,74.03
4,444657b5-d276-48ec-9a34-2246213b9d4c,2012-01-05,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.6,98.9,73.81
5,24c4de8c-fd4d-4389-b8e9-216c86c2c2e0,2012-01-06,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.58,98.5,73.51
6,9ff206d5-e3b2-4905-a657-8529c70f17b4,2012-01-07,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.55,97.7,72.91
7,2da079d3-f8af-4181-ae35-a412d1f7e807,2012-01-08,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.53,97.3,72.61
8,be5b4e1a-7873-4809-b0c3-431bd4b30b7f,2012-01-09,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.51,96.8,72.24
9,0dfaa4c2-d516-41f6-8a91-4b11fccce8b3,2012-01-10,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.47,95.8,71.49
10,44cae816-a301-42ff-b698-b79189a1f3b8,2012-01-11,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.45,95.4,71.19
11,6fd7a61d-d926-4ea1-9a3f-cfddab15aaba,2012-01-12,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.44,95.1,70.97
12,76bdedf9-66e0-49e2-b61b-e39f51ab7fdf,2012-01-13,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.41,94.4,70.45
13,cb1ce73f-2bd0-4d46-98e4-e2290bdb75e4,2012-01-14,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.39,93.9,70.07
14,d1aeac26-a231-494c-ba9a-1a068945f68d,2012-01-15,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.36,93.2,69.55
15,b30c8ada-20f4-4b56-a964-9b6ca8abf91b,2012-01-16,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.34,92.8,69.25
16,e9ecbe4d-a11b-4cae-ad6c-fc6386108adc,2012-01-17,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.32,92.3,68.88
17,0e610498-54b7-43c8-9701-bd8091d36577,2012-01-18,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.29,91.6,68.36
18,05da8dda-a600-41bc-a32e-e131aa18bbe0,2012-01-19,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.26,90.9,67.84
19,e20cb4c1-5dd2-4bd5-8847-6e341d49e8b8,2012-01-20,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.24,90.4,67.46
20,c890285f-590f-434b-a294-81773e86c1a5,2012-01-21,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.2,89.4,66.72
21,55d80b0b-6fb8-4277-add7-247d2cc298ed,2012-01-22,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.18,88.9,66.34
22,3b528fd0-cfee-4eb8-9343-ea8a07695c03,2012-01-23,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.15,88.2,65.82
23,06ba5e0c-cb79-4342-9e50-ceee7edc6834,2012-01-24,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.15,88.2,65.82
24,7b56878b-afd2-477e-ab58-9bad6cebcefa,2012-01-25,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.15,88.2,65.82
25,b8ac2ada-960d-4b4b-b5d3-1893710fae29,2012-01-26,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.13,87.8,65.52
26,ee72ea68-9609-4c68-ad5b-1b536142bcf3,2012-01-27,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.09,86.8,64.78
27,a3cf9f5c-6189-4f7c-a7e9-2836587e0f09,2012-01-28,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.08,86.6,64.63
28,fe830f26-f45b-4b88-9fcf-9463ca274903,2012-01-29,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.05,85.9,64.10
29,01befc3a-2160-4a9d-9782-80f1b3dc3aa5,2012-01-30,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.0,84.7,63.21
30,b939d9cf-ef64-4a27-a700-4233360596bf,2012-01-31,January 2012,1,2012,ALEXANDRA,Minor Dam,134.0,10.0,84.7,63.21
31,5af1e503-ce87-41d7-a003-ab767ee36b30,2012-02-01,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,10.0,84.7,63.21
32,d251c949-9fd1-44f4-bf08-742f99204d47,2012-02-02,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.99,84.5,63.06
33,794b650f-89fa-4d1b-bee3-9c39c93691a4,2012-02-03,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.98,84.3,62.91
34,6368410a-51db-4050-8f26-739833b721af,2012-02-04,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.94,83.4,62.24
35,985d29fd-fa54-4dde-ab83-2f7f00123f7c,2012-02-05,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.8,80.5,60.07
36,f1b8ff9c-fa42-4ae2-b965-4bb641469ef7,2012-02-06,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.68,78.0,58.21
37,61a8ff11-3236-4368-9bcf-af7ef6e8e5a2,2012-02-07,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.68,78.0,58.21
38,91f2a7b8-7ef6-4de0-93c7-d2e5d2ba8f3c,2012-02-08,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.48,73.9,55.15
39,1ba43607-52cd-4b2b-b8df-7c0837addf15,2012-02-09,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.36,71.4,53.28
40,26d59e67-f8c2-467c-8009-5b84e196a54c,2012-02-10,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.2,68.1,50.82
41,8c05aefe-6b9a-4b55-b2db-16226d58a3fc,2012-02-11,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,9.07,65.4,48.81
42,2d82d85e-5640-455d-a84d-c65f00b4e4f0,2012-02-12,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.9,62.2,46.42
43,1547a7c3-80cf-419a-864b-84ebc3e4d01f,2012-02-13,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.84,61.2,45.67
44,9f705f85-0f03-402c-a552-ddfc2057c01b,2012-02-14,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.7,58.8,43.88
45,69d01226-a87f-455a-a298-4f9f550a9962,2012-02-15,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.57,56.6,42.24
46,4135697d-d48c-461c-86b1-44f4abe19a3e,2012-02-16,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.46,54.7,40.82
47,327c9ef3-3618-44bf-bd89-98a5c3d19264,2012-02-17,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.28,51.6,38.51
48,b546e07f-480c-41ff-975d-c7fc48baec62,2012-02-18,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.22,50.6,37.76
49,8067e01b-9738-47dd-ae5d-ca5c5bb866a8,2012-02-19,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,8.06,47.9,35.75
50,eeb29437-dbe8-41e6-ad68-477bbca36426,2012-02-20,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.96,46.3,34.55
51,960ad37d-5d3c-4a0d-911c-2d646f92eea3,2012-02-21,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.84,44.7,33.36
52,360bc3ed-c244-4ec6-8be1-a95d65898167,2012-02-22,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.84,44.7,33.36
53,cef13c0e-82de-42e6-80ef-25cfb6b62fcf,2012-02-23,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.78,43.9,32.76
54,aea1266a-38d9-4e56-80b3-dd8d7989129f,2012-02-24,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.83,44.6,33.28
55,2d9a47da-033d-4852-bbd3-265df2f222ba,2012-02-25,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.83,44.6,33.28
56,af36f082-b485-4a57-a948-7f6bec7652e2,2012-02-26,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.83,44.6,33.28
57,8e5e8ff4-f99f-4537-a821-32f9c0a23a80,2012-02-27,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.82,44.5,33.21
58,92849030-4158-4df4-9b5a-dbeee8c80087,2012-02-28,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.81,44.3,33.06
59,92cfe1be-ea86-4ca9-9c7d-98a517919f98,2012-02-29,February 2012,2,2012,ALEXANDRA,Minor Dam,134.0,7.81,44.3,33.06
60,00149c51-cd47-42ff-a906-4b5cb0bc61e9,2012-03-01,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.8,44.2,32.99
61,b6b9f0ce-511e-4945-9134-abc501a04574,2012-03-02,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.8,44.2,32.99
62,3c57489b-521a-4396-8922-8078ca738b26,2012-03-03,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.8,44.2,32.99
63,570be432-aac9-4950-aa32-0dbb52eb6784,2012-03-04,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.79,44.1,32.91
64,83aafa7a-622d-444c-abd6-e5c78237d06a,2012-03-05,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.79,44.1,32.91
65,879aef57-4acd-4345-9750-d85adc99033e,2012-03-06,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.77,43.8,32.69
66,fad4fbe2-0159-4833-9d53-a8db06950d65,2012-03-07,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.76,43.6,32.54
67,c0f3c81a-1633-4102-a328-2793a9e4012e,2012-03-08,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.74,43.4,32.39
68,d9955470-08f7-4eed-9f61-7dd2cafcc130,2012-03-09,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.74,43.4,32.39
69,2c5ddc50-edaa-4b57-97bd-3583cb6e2d59,2012-03-10,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
70,d6dd4526-9810-4ee3-8ce1-6274407cf927,2012-03-11,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
71,d660b255-4dfd-4002-8587-6245ef3da33f,2012-03-12,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
72,96362c78-a935-468a-ad26-7718761cae50,2012-03-13,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
73,68a1898a-382a-49b1-90a1-b81d3d3567af,2012-03-14,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.71,43.0,32.09
74,b373c6ff-50b1-4cf8-8c23-444e15284a0e,2012-03-15,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.71,43.0,32.09
75,57fb0498-cd2b-455e-b1b5-70322c38377c,2012-03-16,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.71,43.0,32.09
76,e62ba8a4-57fc-450b-890e-6efde389149f,2012-03-17,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.7,42.8,31.94
77,9b66a84f-c9d2-43d4-9a1b-c2f3d7a37aa2,2012-03-18,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
78,b5a80fe7-0771-4d64-91da-f227d084c29d,2012-03-19,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
79,abb009a5-f5c7-4166-88c7-1415bb0fda19,2012-03-20,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
80,a928ef1c-a96b-4925-8b76-7cfc0321a515,2012-03-21,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
81,611a9213-01f3-4b0b-af6c-27b26176cae3,2012-03-22,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
82,1f831923-bd57-454e-9b36-3b93cfe87266,2012-03-23,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
83,561a4838-53ff-4031-a643-9d42d6d56f02,2012-03-24,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
84,5197a65c-46b9-4c07-b8a8-aa02041661d2,2012-03-25,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
85,4936b2b5-aaef-4709-ab66-3570ec74d5ad,2012-03-26,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.72,43.1,32.16
86,cc8f6b23-6b92-452e-92b7-dc2870483e20,2012-03-27,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.71,43.0,32.09
87,2cab39d8-7d28-4e47-a6e2-a83c99657bfb,2012-03-28,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.7,42.8,31.94
88,41cdbaf3-d14e-44f2-ba28-b3b9d2146138,2012-03-29,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.7,42.8,31.94
89,1b35e2dd-caf0-4867-be31-96d1e60a8a76,2012-03-30,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.7,42.8,31.94
90,74afb3a4-9863-4ccb-a5c1-e4618e130548,2012-03-31,March 2012,3,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
91,959715c8-d5fc-40a9-8350-175324a8d110,2012-04-01,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
92,fa384433-16fa-4790-95f3-fb881b67595f,2012-04-02,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
93,cf1ccafa-15c5-41c3-bb9c-03b438486b47,2012-04-03,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
94,f9549f37-a2ab-4ec0-8656-520a057f9397,2012-04-04,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
95,f2511c9d-dde9-4745-ac3c-2a4f2470eb22,2012-04-05,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
96,d10e423e-04a8-43e8-82eb-6ade3e3b9075,2012-04-06,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
97,373e6d73-1a83-4d3c-a18a-c310375a64a8,2012-04-07,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.73,43.2,32.24
98,5a4a4f28-5d3d-4432-9e66-b96ddbc72fa2,2012-04-08,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.79,44.1,32.91
99,fa8123b5-a1a6-483d-ac66-8e70cd639448,2012-04-09,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,7.91,45.7,34.10
100,ef8cb6b0-5baf-4753-afdd-fe1b147989db,2012-04-10,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.14,49.3,36.79
101,e9053ada-504d-4d33-b23d-5972dc334bca,2012-04-11,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.28,51.6,38.51
102,57eb71ec-2958-4fa0-baf5-0d80e9eff982,2012-04-12,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.28,51.6,38.51
103,27a77fb0-22a4-4fae-8ad7-959134e0a4eb,2012-04-13,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.28,51.6,38.51
104,9f0e5d3f-3ca3-4b93-a898-edfd4a84c370,2012-04-14,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.26,51.3,38.28
105,2c6cfd02-d98a-4b3c-9a4a-7413fc990dd1,2012-04-15,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.26,51.3,38.28
106,9a10bd17-f239-4fe2-aa55-00017bb783ad,2012-04-16,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.31,52.1,38.88
107,119e392e-55c5-4549-8415-bd295c44d8ed,2012-04-17,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.27,51.5,38.43
108,bce086c5-3207-4ee7-8f1b-c2c7d3e18603,2012-04-18,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.27,51.5,38.43
109,b47e9f83-8e2e-4d7d-953c-b24da027e113,2012-04-19,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.27,51.5,38.43
110,abb2415e-ee46-4b2e-b56f-41dff317b5e1,2012-04-20,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.25,51.1,38.13
111,8c33b95c-28d1-401b-91f1-a269f24f8c34,2012-04-21,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.25,51.1,38.13
112,6af0cc81-8ad0-485e-a826-555d7e412cf4,2012-04-22,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.23,50.8,37.91
113,3e92c88f-8343-48ef-8d91-bc55fa672d83,2012-04-23,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.22,50.6,37.76
114,43fbf678-ee1f-44b5-9923-5a63348ef261,2012-04-24,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.22,50.6,37.76
115,ef1b44e9-bb47-4455-9424-b62571a14690,2012-04-25,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.21,50.4,37.61
116,55983da3-a264-485b-81da-efc857435166,2012-04-26,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.21,50.4,37.61
117,1b09224e-bcfd-4213-9cda-7c3804ef8e0f,2012-04-27,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.19,50.1,37.39
118,7f2022ef-bfd0-49b8-b446-792f9326960a,2012-04-28,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.2,50.3,37.54
119,d087bd5c-71ee-421d-a978-8ebc72c439df,2012-04-29,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.21,50.4,37.61
120,57ccfef7-0cbd-4aba-9478-61f67c4304c3,2012-04-30,April 2012,4,2012,ALEXANDRA,Minor Dam,134.0,8.22,50.6,37.76
121,ca1af73a-17c3-4bb4-b5ac-11976d71b7ab,2012-05-01,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,8.23,50.8,37.91
122,309e7e12-54fd-40a1-8313-533e35328f24,2012-05-02,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,8.39,53.5,39.93
123,22716337-65e1-4f09-af8f-38a030a23775,2012-05-03,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,8.44,54.4,40.60
124,bbb7b41c-6840-4a73-9cf8-b9e6a475e121,2012-05-04,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,8.66,58.1,43.36
125,1486100f-32e9-40c2-8d35-f5aecb3fd912,2012-05-05,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,8.85,61.3,45.75
126,a6d93737-4172-4633-beb1-375d59c69ea6,2012-05-06,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,8.98,63.6,47.46
127,2a619d48-98ce-4b32-b660-a5f1eeb4a888,2012-05-07,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.1,66.0,49.25
128,f1b76b54-9f50-4dea-b7d2-6ebc4ec6b0a9,2012-05-08,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.18,67.6,50.45
129,bf57a207-8b2a-4a5b-bc19-7c756be79bfa,2012-05-09,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.18,67.6,50.45
130,f63c6ee1-231e-4f56-9770-9ad8aa8a1849,2012-05-10,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.16,67.2,50.15
131,978beb65-17d5-485e-a009-02142b50b05b,2012-05-11,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.16,67.2,50.15
132,11fb19b6-2545-4bc6-aed1-8374f02a928c,2012-05-12,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.13,66.6,49.70
133,40198a44-8161-4dbd-8f35-f4a872a6ff23,2012-05-13,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.13,66.6,49.70
134,e5b11159-02bc-4c78-87d3-5e44f4890809,2012-05-14,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.13,66.6,49.70
135,db0445c8-02ce-47cc-9491-2c009f47ae55,2012-05-15,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.22,68.5,51.12
136,d4341d03-fd58-4814-a16a-ea3bbac6b4d1,2012-05-16,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.3,70.1,52.31
137,00a0b959-7c13-445e-b51a-e0660c327ad5,2012-05-17,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.3,70.1,52.31
138,70ab6f1d-aa7d-4c22-ad29-a467ec3d0e7e,2012-05-18,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.3,70.1,52.31
139,103ae91b-43b9-4d60-9cc7-bb0e9e91bc0b,2012-05-19,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.4,72.2,53.88
140,46ea5247-7114-4323-ab4f-0e98beff6de7,2012-05-20,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.17,67.4,50.30
141,c89491d2-a07b-42a6-b071-8d204260be34,2012-05-21,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.49,74.1,55.30
142,ad66a313-432a-4fd1-bf05-ac8eac77aec7,2012-05-22,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.46,73.5,54.85
143,4bd71613-ddbf-4055-9488-5a8b8fcb7e72,2012-05-23,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.47,73.7,55.00
144,290b38f3-a4da-4cee-a1df-ab5226932455,2012-05-24,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.47,73.7,55.00
145,c59b997f-57ef-42ee-bd73-8e8010dfa2dd,2012-05-25,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.46,73.5,54.85
146,e896743d-38f2-4477-b3fd-1d25a99095c9,2012-05-26,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.49,74.1,55.30
147,ac4b98d7-3c16-4ba8-8b44-9c6da6f22441,2012-05-27,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.58,75.9,56.64
148,065a44f1-abbb-4bd9-8527-ee74618a4301,2012-05-28,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.94,83.4,62.24
149,9f0596df-a954-446f-8972-ae6a5521590d,2012-05-29,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.98,84.3,62.91
150,f16d8121-93a0-4cd4-b2db-f49668771805,2012-05-30,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,9.98,84.3,62.91
151,d6e534ef-b379-414e-939e-79c62b8ac053,2012-05-31,May 2012,5,2012,ALEXANDRA,Minor Dam,134.0,10.12,87.5,65.30
152,01e1a9cd-3b2c-4ae4-97aa-fcc9059f28e7,2012-06-01,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.12,87.5,65.30
153,1470776a-4b2c-4ead-bcfc-07b9329ccbaf,2012-06-02,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.1,87.0,64.93
154,51ec4bbd-9059-4910-82f1-029a0317253f,2012-06-03,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.23,90.1,67.24
155,5f9a431f-2147-49df-831e-4c3d6d550a0f,2012-06-04,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.22,89.9,67.09
156,b9462f0b-d3c1-472b-9db4-b47dcde5a8c1,2012-06-05,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.14,88.0,65.67
157,d4ccc092-1a5f-43c1-a7e4-f314b1a819ec,2012-06-06,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.08,86.6,64.63
158,a8c77271-1b73-4c0a-9034-ecbfa43ebdb9,2012-06-07,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.03,85.4,63.73
159,1db73166-9b16-4663-be7c-bb035e0f474c,2012-06-08,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.1,87.0,64.93
160,ca51ec37-2910-4201-9ddd-6e542590baeb,2012-06-09,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.26,90.9,67.84
161,41d6197f-e8ae-4d23-94ac-41f79dcb7d6f,2012-06-10,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.33,92.5,69.03
162,2b54fb3c-6fa9-43d9-862c-6e31b8301e93,2012-06-11,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.29,91.6,68.36
163,26a616c1-af93-497c-adaf-61264d435ef3,2012-06-12,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.29,91.6,68.36
164,582a0337-1019-4de3-8dd0-db8c379a8894,2012-06-13,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.28,91.3,68.13
165,4a17bb4f-c72c-4279-b1e1-478f8c0f1afd,2012-06-14,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.27,91.1,67.99
166,2da14fb2-8313-4245-b53a-32ba3eeb88e4,2012-06-15,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.26,90.9,67.84
167,5aafe637-00de-4759-bc07-863dcfd21a22,2012-06-16,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.26,90.9,67.84
168,ee28a1dc-faaa-4dc1-ace2-4e1e72e909a5,2012-06-17,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.24,90.4,67.46
169,cd40173f-90cc-4dba-8bf6-6e579c3a6e65,2012-06-18,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.2,89.4,66.72
170,c552f70e-adb0-4414-b603-b1f2d0f0c7b8,2012-06-19,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.2,89.4,66.72
171,b8c3b842-a7f4-4490-b4e1-1d166bcf3b86,2012-06-20,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.2,89.4,66.72
172,89260fcc-c810-4669-b6a5-6e451973dd05,2012-06-21,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.19,89.2,66.57
173,21552f25-d63d-4905-8bd2-2a06f0ba8c6a,2012-06-22,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.19,89.2,66.57
174,069e37a5-d8fb-49dc-af7a-862ed89e5a52,2012-06-23,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.18,88.9,66.34
175,dcbe66e0-f116-497b-afa9-1098eccf0d92,2012-06-24,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.14,88.0,65.67
176,b32786f4-9f9d-4ac5-9d66-89c5a8e85638,2012-06-25,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.1,87.0,64.93
177,d54fffb5-3579-4cf9-96f9-d47d9a273b92,2012-06-26,June 2012,6,2012,ALEXANDRA,Minor Dam,134.0,10.11,87.3,65.15
